"Goal","Target","Indicator Ref","IndicatorId","Indicator Description","Series Code","Series Type","Series Description","Parent Country or Area Code","Country or Area Code","Country or Area Name","LDC","LLDC","SIDS","Frequency","Source type","Age group","Location","Sex","Value type","Unit","Unit multiplier","2010","FN","2011","FN","2012","FN","2013","FN","2014","FN","2015","FN"
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_G23_MATH","SD","Proportion of children in grades 2/3 achieving at least a minimum proficiency level in mathematics","M49_AFR_WA","BEN","Benin","True","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Male","","Percent","Units","","","","","","","","","31.60","C, 5, 12","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_G23_MATH","SD","Proportion of children in grades 2/3 achieving at least a minimum proficiency level in mathematics","M49_AFR_WA","BFA","Burkina Faso","True","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","59.20","C, 5, 12","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_G23_MATH","SD","Proportion of children in grades 2/3 achieving at least a minimum proficiency level in mathematics","M49_AFR_WA","BFA","Burkina Faso","True","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Percent","Units","","","","","","","","","57.70","C, 5, 12","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_G23_MATH","SD","Proportion of children in grades 2/3 achieving at least a minimum proficiency level in mathematics","M49_AFR_WA","BFA","Burkina Faso","True","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Male","","Percent","Units","","","","","","","","","60.80","C, 5, 12","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_G23_MATH","SD","Proportion of children in grades 2/3 achieving at least a minimum proficiency level in mathematics","M49_AFR_WA","CIV","Côte d'Ivoire","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","33.80","C, 5, 12","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_G23_MATH","SD","Proportion of children in grades 2/3 achieving at least a minimum proficiency level in mathematics","M49_AFR_WA","CIV","Côte d'Ivoire","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Percent","Units","","","","","","","","","28.00","C, 5, 12","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_G23_MATH","SD","Proportion of children in grades 2/3 achieving at least a minimum proficiency level in mathematics","M49_AFR_WA","CIV","Côte d'Ivoire","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Male","","Percent","Units","","","","","","","","","39.20","C, 5, 12","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_G23_MATH","SD","Proportion of children in grades 2/3 achieving at least a minimum proficiency level in mathematics","M49_AFR_WA","NER","Niger","True","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","27.80","C, 5, 12","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_G23_MATH","SD","Proportion of children in grades 2/3 achieving at least a minimum proficiency level in mathematics","M49_AFR_WA","NER","Niger","True","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Percent","Units","","","","","","","","","23.90","C, 5, 12","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_G23_MATH","SD","Proportion of children in grades 2/3 achieving at least a minimum proficiency level in mathematics","M49_AFR_WA","NER","Niger","True","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Male","","Percent","Units","","","","","","","","","30.80","C, 5, 12","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_G23_MATH","SD","Proportion of children in grades 2/3 achieving at least a minimum proficiency level in mathematics","M49_AFR_WA","SEN","Senegal","True","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","62.30","C, 5, 12","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_G23_MATH","SD","Proportion of children in grades 2/3 achieving at least a minimum proficiency level in mathematics","M49_AFR_WA","SEN","Senegal","True","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Percent","Units","","","","","","","","","58.30","C, 5, 12","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_G23_MATH","SD","Proportion of children in grades 2/3 achieving at least a minimum proficiency level in mathematics","M49_AFR_WA","SEN","Senegal","True","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Male","","Percent","Units","","","","","","","","","66.10","C, 5, 12","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_G23_MATH","SD","Proportion of children in grades 2/3 achieving at least a minimum proficiency level in mathematics","M49_AFR_WA","TGO","Togo","True","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","41.30","C, 5, 12","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_G23_MATH","SD","Proportion of children in grades 2/3 achieving at least a minimum proficiency level in mathematics","M49_AFR_WA","TGO","Togo","True","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Percent","Units","","","","","","","","","38.80","C, 5, 12","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_G23_MATH","SD","Proportion of children in grades 2/3 achieving at least a minimum proficiency level in mathematics","M49_AFR_WA","TGO","Togo","True","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Male","","Percent","Units","","","","","","","","","43.50","C, 5, 12","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_G23_RDG","SD","Proportion of children in grades 2/3 achieving at least a minimum proficiency level in reading","MDG_LAC_CAR","DOM","Dominican Republic","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Male","","Percent","Units","","","","","","","22.21","C, 4, 11","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_G23_RDG","SD","Proportion of children in grades 2/3 achieving at least a minimum proficiency level in reading","MDG_LAC_CAR","DOM","Dominican Republic","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Percent","Units","","","","","","","29.30","C, 4, 11","","","",""
